average_current_ma
pattern_id,pattern_name,b95,b127,b159,b191,b223,b255
223,12,10,breath_storm,111.910
223,13,5,runner_reactive,114.856
223,14,9,comet_swarm,116.038
223,15,19,noise_ring,116.418
223,16,14,runner_dual_inverted,119.567
223,17,6,runner_dual,120.409
223,18,18,fire_jet,133.750
223,19,15,palette_beat_motion,209.505
223,20,20,pride_yaw,212.712
223,21,2,full_color,269.615
223,22,1,rainbow,310.564
255,1,11,jerk_wave,70.330
255,2,21,confetti_jerk,76.010
255,3,13,yaw_spinner_circle,89.663
255,4,12,yaw_spinner,90.849
255,5,8,ping_pong,92.716
255,6,7,heartbeat,95.000
255,7,17,twinkle_motion,95.938
255,8,3,motion_brightness,99.038
255,9,4,runner_fixed,99.327
255,10,22,center_ripple,107.146
255,11,16,pacifica_kite,116.675
255,12,10,breath_storm,118.066
255,13,5,runner_reactive,121.202
255,14,9,comet_swarm,122.877
255,15,19,noise_ring,123.654
255,16,14,runner_dual_inverted,126.667
255,17,6,runner_dual,127.099
255,18,18,fire_jet,144.760
255,19,15,palette_beat_motion,228.413
255,20,20,pride_yaw,232.428
255,21,2,full_color,295.385
255,22,1,rainbow,340.539
