runtime_ms,interval_ms,voltage_v,current_ma,signed_power_w,sensor_power_w,discharged_mah,charged_mah,net_mah,discharged_wh,charged_wh,net_wh
1361483,100,4.0338,181.250,0.7311,0.7300,12.215484,0.790141,11.425343,0.049597,0.003313,0.046284
361583,100,4.0338,180.000,0.7261,0.7300,12.220484,0.790141,11.430343,0.049618,0.003313,0.046304
361683,100,4.0338,178.750,0.7210,0.7300,12.225450,0.790141,11.435309,0.049638,0.003313,0.046324
361783,100,4.0338,180.000,0.7261,0.7300,12.230450,0.790141,11.440309,0.049658,0.003313,0.046344
361883,100,4.0338,178.750,0.7210,0.7200,12.235415,0.790141,11.445274,0.049678,0.003313,0.046364
361983,100,4.0338,178.750,0.7210,0.7300,12.240380,0.790141,11.450239,0.049698,0.003313,0.046384
362083,100,4.0338,181.250,0.7311,0.7300,12.245415,0.790141,11.455274,0.049718,0.003313,0.046405
362183,100,4.0338,178.750,0.7210,0.7200,12.250380,0.790141,11.460239,0.049738,0.003313,0.046425
362283,100,4.0338,178.750,0.7210,0.7200,12.255345,0.790141,11.465205,0.049758,0.003313,0.046445
362383,100,4.0338,177.500,0.7160,0.7200,12.260276,0.790141,11.470135,0.049778,0.003313,0.046465
362483,100,4.0338,178.750,0.7210,0.7200,12.265241,0.790141,11.475100,0.049798,0.003313,0.046485
362583,100,4.0338,181.250,0.7311,0.7300,12.270276,0.790141,11.480135,0.049818,0.003313,0.046505
362683,100,4.0338,180.000,0.7261,0.7300,12.275276,0.790141,11.485135,0.049839,0.003313,0.046525
362783,100,4.0338,180.000,0.7261,0.7300,12.280276,0.790141,11.490135,0.049859,0.003313,0.046545
362883,100,4.0338,180.000,0.7261,0.7300,12.285276,0.790141,11.495135,0.049879,0.003313,0.046566
362983,100,4.0325,180.000,0.7258,0.7300,12.290276,0.790141,11.500135,0.049899,0.003313,0.046586
363083,100,4.0325,181.250,0.7309,0.7300,12.295311,0.790141,11.505170,0.049919,0.003313,0.046606
363183,100,4.0325,182.500,0.7359,0.7400,12.300380,0.790141,11.510239,0.049940,0.003313,0.046626
363283,100,4.0325,180.000,0.7258,0.7300,12.305380,0.790141,11.515239,0.049960,0.003313,0.046647
363383,100,4.0338,180.000,0.7261,0.7300,12.310380,0.790141,11.520239,0.049980,0.003313,0.046667
363483,100,4.0325,181.250,0.7309,0.7400,12.315415,0.790141,11.525274,0.050001,0.003313,0.046687
363583,100,4.0338,180.000,0.7261,0.7300,12.320415,0.790141,11.530274,0.050021,0.003313,0.046707
363683,100,4.0325,180.000,0.7258,0.7300,12.325415,0.790141,11.535274,0.050041,0.003313,0.046727
363783,100,4.0325,180.000,0.7258,0.7300,12.330415,0.790141,11.540274,0.050061,0.003313,0.046748
363883,100,4.0325,180.000,0.7258,0.7300,12.335415,0.790141,11.545274,0.050081,0.003313,0.046768
363983,100,4.0325,180.000,0.7258,0.7300,12.340415,0.790141,11.550274,0.050101,0.003313,0.046788
364121,100,4.0325,181.250,0.7309,0.7300,12.347363,0.790141,11.557222,0.050129,0.003313,0.046816
364221,100,4.0338,178.750,0.7210,0.7300,12.352328,0.790141,11.562187,0.050149,0.003313,0.046836
364321,100,4.0338,180.000,0.7261,0.7300,12.357328,0.790141,11.567187,0.050170,0.003313,0.046856
364421,100,4.0338,178.750,0.7210,0.7200,12.362293,0.790141,11.572152,0.050190,0.003313,0.046876
364521,100,4.0338,180.000,0.7261,0.7300,12.367293,0.790141,11.577152,0.050210,0.003313,0.046896
364621,100,4.0338,178.750,0.7210,0.7200,12.372259,0.790141,11.582118,0.050230,0.003313,0.046916
364721,100,4.0325,181.250,0.7309,0.7300,12.377293,0.790141,11.587152,0.050250,0.003313,0.046937
364821,100,4.0325,181.250,0.7309,0.7300,12.382328,0.790141,11.592187,0.050270,0.003313,0.046957
364921,100,4.0325,181.250,0.7309,0.7300,12.387363,0.790141,11.597222,0.050291,0.003313,0.046977
#MARK,365005,100,"sweep_start",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
365102,100,4.0313,183.750,0.7407,0.7400,0.005104,0.000000,0.005104,0.000021,0.000000,0.000021
365260,100,4.0325,181.250,0.7309,0.7300,0.013059,0.000000,0.013059,0.000053,0.000000,0.000053
365360,100,4.0325,181.250,0.7309,0.7300,0.018094,0.000000,0.018094,0.000073,0.000000,0.000073
365460,100,4.0325,181.250,0.7309,0.7300,0.023128,0.000000,0.023128,0.000093,0.000000,0.000093
365560,100,4.0325,180.000,0.7258,0.7300,0.028128,0.000000,0.028128,0.000113,0.000000,0.000113
365660,100,4.0325,181.250,0.7309,0.7300,0.033163,0.000000,0.033163,0.000134,0.000000,0.000134
365760,100,4.0325,181.250,0.7309,0.7300,0.038198,0.000000,0.038198,0.000154,0.000000,0.000154
365860,100,4.0325,182.500,0.7359,0.7300,0.043267,0.000000,0.043267,0.000174,0.000000,0.000174
365960,100,4.0325,180.000,0.7258,0.7300,0.048267,0.000000,0.048267,0.000195,0.000000,0.000195
366060,100,4.0325,180.000,0.7258,0.7300,0.053267,0.000000,0.053267,0.000215,0.000000,0.000215
366160,100,4.0325,181.250,0.7309,0.7300,0.058302,0.000000,0.058302,0.000235,0.000000,0.000235
366260,100,4.0325,180.000,0.7258,0.7300,0.063302,0.000000,0.063302,0.000255,0.000000,0.000255
366360,100,4.0325,181.250,0.7309,0.7300,0.068337,0.000000,0.068337,0.000276,0.000000,0.000276
366460,100,4.0325,181.250,0.7309,0.7300,0.073372,0.000000,0.073372,0.000296,0.000000,0.000296
366560,100,4.0325,181.250,0.7309,0.7300,0.078406,0.000000,0.078406,0.000316,0.000000,0.000316
366660,100,4.0325,181.250,0.7309,0.7300,0.083441,0.000000,0.083441,0.000336,0.000000,0.000336
366760,100,4.0325,181.250,0.7309,0.7300,0.088476,0.000000,0.088476,0.000357,0.000000,0.000357
366860,100,4.0325,181.250,0.7309,0.7300,0.093510,0.000000,0.093510,0.000377,0.000000,0.000377
#MARK,366951,100,"seg_001_p01_b095_start",0.093510,0.000000,0.093510,0.000377,0.000000,0.000377
366960,100,4.0325,181.250,0.7309,0.7300,0.098545,0.000000,0.098545,0.000397,0.000000,0.000397
367143,100,4.0325,180.000,0.7258,0.7300,0.107695,0.000000,0.107695,0.000434,0.000000,0.000434
367243,100,4.0325,181.250,0.7309,0.7300,0.112730,0.000000,0.112730,0.000455,0.000000,0.000455
367343,100,4.0325,180.000,0.7258,0.7300,0.117730,0.000000,0.117730,0.000475,0.000000,0.000475
367443,100,4.0325,181.250,0.7309,0.7300,0.122765,0.000000,0.122765,0.000495,0.000000,0.000495
367543,100,4.0325,181.250,0.7309,0.7300,0.127799,0.000000,0.127799,0.000515,0.000000,0.000515
367643,100,4.0325,181.250,0.7309,0.7300,0.132834,0.000000,0.132834,0.000536,0.000000,0.000536
367743,100,4.0325,181.250,0.7309,0.7300,0.137869,0.000000,0.137869,0.000556,0.000000,0.000556
367843,100,4.0325,181.250,0.7309,0.7300,0.142903,0.000000,0.142903,0.000576,0.000000,0.000576
367943,100,4.0325,182.500,0.7359,0.7300,0.147973,0.000000,0.147973,0.000597,0.000000,0.000597
368043,100,4.0313,182.500,0.7357,0.7300,0.153042,0.000000,0.153042,0.000617,0.000000,0.000617
368143,100,4.0313,182.500,0.7357,0.7400,0.158112,0.000000,0.158112,0.000638,0.000000,0.000638
368243,100,4.0313,182.500,0.7357,0.7300,0.163181,0.000000,0.163181,0.000658,0.000000,0.000658
368343,100,4.0313,182.500,0.7357,0.7400,0.168251,0.000000,0.168251,0.000678,0.000000,0.000678
368443,100,4.0313,181.250,0.7307,0.7300,0.173285,0.000000,0.173285,0.000699,0.000000,0.000699
368543,100,4.0313,182.500,0.7357,0.7300,0.178355,0.000000,0.178355,0.000719,0.000000,0.000719
368643,100,4.0313,182.500,0.7357,0.7400,0.183424,0.000000,0.183424,0.000740,0.000000,0.000740
368747,100,4.0325,182.500,0.7359,0.7400,0.188697,0.000000,0.188697,0.000761,0.000000,0.000761
368847,100,4.0325,181.250,0.7309,0.7300,0.193731,0.000000,0.193731,0.000781,0.000000,0.000781
368947,100,4.0313,182.500,0.7357,0.7400,0.198801,0.000000,0.198801,0.000802,0.000000,0.000802
369047,100,4.0313,182.500,0.7357,0.7300,0.203870,0.000000,0.203870,0.000822,0.000000,0.000822
369147,100,4.0313,182.500,0.7357,0.7400,0.208940,0.000000,0.208940,0.000842,0.000000,0.000842
369247,100,4.0313,181.250,0.7307,0.7300,0.213974,0.000000,0.213974,0.000863,0.000000,0.000863
369347,100,4.0325,181.250,0.7309,0.7300,0.219009,0.000000,0.219009,0.000883,0.000000,0.000883
369447,100,4.0313,180.000,0.7256,0.7300,0.224009,0.000000,0.224009,0.000903,0.000000,0.000903
369547,100,4.0325,181.250,0.7309,0.7300,0.229044,0.000000,0.229044,0.000924,0.000000,0.000924
369647,100,4.0325,181.250,0.7309,0.7300,0.234078,0.000000,0.234078,0.000944,0.000000,0.000944
369747,100,4.0325,180.000,0.7258,0.7300,0.239078,0.000000,0.239078,0.000964,0.000000,0.000964
369847,100,4.0325,180.000,0.7258,0.7300,0.244078,0.000000,0.244078,0.000984,0.000000,0.000984
369947,100,4.0325,180.000,0.7258,0.7200,0.249078,0.000000,0.249078,0.001004,0.000000,0.001004
370047,100,4.0325,180.000,0.7258,0.7300,0.254078,0.000000,0.254078,0.001024,0.000000,0.001024
370147,100,4.0325,178.750,0.7208,0.7200,0.259044,0.000000,0.259044,0.001045,0.000000,0.001045
370247,100,4.0325,180.000,0.7258,0.7200,0.264044,0.000000,0.264044,0.001065,0.000000,0.001065
370347,100,4.0325,180.000,0.7258,0.7300,0.269044,0.000000,0.269044,0.001085,0.000000,0.001085
370447,100,4.0325,180.000,0.7258,0.7300,0.274044,0.000000,0.274044,0.001105,0.000000,0.001105
370547,100,4.0325,180.000,0.7258,0.7300,0.279044,0.000000,0.279044,0.001125,0.000000,0.001125
370647,100,4.0325,180.000,0.7258,0.7300,0.284044,0.000000,0.284044,0.001145,0.000000,0.001145
370747,100,4.0325,180.000,0.7258,0.7300,0.289044,0.000000,0.289044,0.001165,0.000000,0.001165
370847,100,4.0325,178.750,0.7208,0.7300,0.294009,0.000000,0.294009,0.001186,0.000000,0.001186
370947,100,4.0325,178.750,0.7208,0.7200,0.298974,0.000000,0.298974,0.001206,0.000000,0.001206
371047,100,4.0325,180.000,0.7258,0.7300,0.303974,0.000000,0.303974,0.001226,0.000000,0.001226
371147,100,4.0325,178.750,0.7208,0.7200,0.308940,0.000000,0.308940,0.001246,0.000000,0.001246
371247,100,4.0325,180.000,0.7258,0.7300,0.313940,0.000000,0.313940,0.001266,0.000000,0.001266
371347,100,4.0325,178.750,0.7208,0.7200,0.318905,0.000000,0.318905,0.001286,0.000000,0.001286
371447,100,4.0325,180.000,0.7258,0.7300,0.323905,0.000000,0.323905,0.001306,0.000000,0.001306
371547,100,4.0325,178.750,0.7208,0.7200,0.328870,0.000000,0.328870,0.001326,0.000000,0.001326
371647,100,4.0325,180.000,0.7258,0.7300,0.333870,0.000000,0.333870,0.001346,0.000000,0.001346
371747,100,4.0325,180.000,0.7258,0.7300,0.338870,0.000000,0.338870,0.001366,0.000000,0.001366
371847,100,4.0325,178.750,0.7208,0.7200,0.343835,0.000000,0.343835,0.001386,0.000000,0.001386
371947,100,4.0325,180.000,0.7258,0.7300,0.348835,0.000000,0.348835,0.001407,0.000000,0.001407
372047,100,4.0325,178.750,0.7208,0.7300,0.353801,0.000000,0.353801,0.001427,0.000000,0.001427
372147,100,4.0325,180.000,0.7258,0.7300,0.358801,0.000000,0.358801,0.001447,0.000000,0.001447
#MARK,372201,100,"seg_001_p01_b095_end",0.358801,0.000000,0.358801,0.001447,0.000000,0.001447
372247,100,4.0313,178.750,0.7206,0.7200,0.363766,0.000000,0.363766,0.001467,0.000000,0.001467
372406,100,4.0200,216.250,0.8693,0.8700,0.373317,0.000000,0.373317,0.001505,0.000000,0.001505
372506,100,4.0200,216.250,0.8693,0.8700,0.379324,0.000000,0.379324,0.001529,0.000000,0.001529
372606,100,4.0200,216.250,0.8693,0.8700,0.385331,0.000000,0.385331,0.001553,0.000000,0.001553
372706,100,4.0200,216.250,0.8693,0.8700,0.391338,0.000000,0.391338,0.001578,0.000000,0.001578
372806,100,4.0200,216.250,0.8693,0.8700,0.397345,0.000000,0.397345,0.001602,0.000000,0.001602
372906,100,4.0200,216.250,0.8693,0.8700,0.403352,0.000000,0.403352,0.001626,0.000000,0.001626
373006,100,4.0200,216.250,0.8693,0.8700,0.409359,0.000000,0.409359,0.001650,0.000000,0.001650
373106,100,4.0200,216.250,0.8693,0.8700,0.415366,0.000000,0.415366,0.001674,0.000000,0.001674
373206,100,4.0200,216.250,0.8693,0.8700,0.421373,0.000000,0.421373,0.001698,0.000000,0.001698
373306,100,4.0200,216.250,0.8693,0.8700,0.427380,0.000000,0.427380,0.001723,0.000000,0.001723
#MARK,373342,100,"seg_002_p01_b127_start",0.427380,0.000000,0.427380,0.001723,0.000000,0.001723
373406,100,4.0200,216.250,0.8693,0.8700,0.433386,0.000000,0.433386,0.001747,0.000000,0.001747
373577,100,4.0200,215.000,0.8643,0.8700,0.443599,0.000000,0.443599,0.001788,0.000000,0.001788
373677,100,4.0200,215.000,0.8643,0.8700,0.449571,0.000000,0.449571,0.001812,0.000000,0.001812
373777,100,4.0200,215.000,0.8643,0.8700,0.455543,0.000000,0.455543,0.001836,0.000000,0.001836
373877,100,4.0200,215.000,0.8643,0.8700,0.461516,0.000000,0.461516,0.001860,0.000000,0.001860
373977,100,4.0200,215.000,0.8643,0.8700,0.467488,0.000000,0.467488,0.001884,0.000000,0.001884
374077,100,4.0200,216.250,0.8693,0.8700,0.473495,0.000000,0.473495,0.001908,0.000000,0.001908
374177,100,4.0200,216.250,0.8693,0.8700,0.479502,0.000000,0.479502,0.001932,0.000000,0.001932
374277,100,4.0200,217.500,0.8744,0.8700,0.485543,0.000000,0.485543,0.001956,0.000000,0.001956
374377,100,4.0188,217.500,0.8741,0.8700,0.491585,0.000000,0.491585,0.001981,0.000000,0.001981
374477,100,4.0188,217.500,0.8741,0.8700,0.497627,0.000000,0.497627,0.002005,0.000000,0.002005
374577,100,4.0188,218.750,0.8791,0.8800,0.503703,0.000000,0.503703,0.002029,0.000000,0.002029
374677,100,4.0188,218.750,0.8791,0.8800,0.509780,0.000000,0.509780,0.002054,0.000000,0.002054
374777,100,4.0188,218.750,0.8791,0.8700,0.515856,0.000000,0.515856,0.002078,0.000000,0.002078
374877,100,4.0188,217.500,0.8741,0.8800,0.521898,0.000000,0.521898,0.002102,0.000000,0.002102
374977,100,4.0188,216.250,0.8691,0.8700,0.527905,0.000000,0.527905,0.002127,0.000000,0.002127
375077,100,4.0188,216.250,0.8691,0.8700,0.533911,0.000000,0.533911,0.002151,0.000000,0.002151
375177,100,4.0188,216.250,0.8691,0.8700,0.539918,0.000000,0.539918,0.002175,0.000000,0.002175
375277,100,4.0188,216.250,0.8691,0.8700,0.545925,0.000000,0.545925,0.002199,0.000000,0.002199
375377,100,4.0188,215.000,0.8640,0.8700,0.551898,0.000000,0.551898,0.002223,0.000000,0.002223
375477,100,4.0188,215.000,0.8640,0.8700,0.557870,0.000000,0.557870,0.002247,0.000000,0.002247
375577,100,4.0188,215.000,0.8640,0.8700,0.563842,0.000000,0.563842,0.002271,0.000000,0.002271
375677,100,4.0188,215.000,0.8640,0.8700,0.569814,0.000000,0.569814,0.002295,0.000000,0.002295
375777,100,4.0188,215.000,0.8640,0.8700,0.575786,0.000000,0.575786,0.002319,0.000000,0.002319
375877,100,4.0200,215.000,0.8643,0.8700,0.581759,0.000000,0.581759,0.002343,0.000000,0.002343
375977,100,4.0188,215.000,0.8640,0.8700,0.587731,0.000000,0.587731,0.002367,0.000000,0.002367
376077,100,4.0188,215.000,0.8640,0.8700,0.593703,0.000000,0.593703,0.002391,0.000000,0.002391
376177,100,4.0188,215.000,0.8640,0.8600,0.599675,0.000000,0.599675,0.002415,0.000000,0.002415
376277,100,4.0188,213.750,0.8590,0.8600,0.605613,0.000000,0.605613,0.002439,0.000000,0.002439
376377,100,4.0188,213.750,0.8590,0.8600,0.611550,0.000000,0.611550,0.002463,0.000000,0.002463
376477,100,4.0188,215.000,0.8640,0.8600,0.617523,0.000000,0.617523,0.002487,0.000000,0.002487
376577,100,4.0188,215.000,0.8640,0.8600,0.623495,0.000000,0.623495,0.002511,0.000000,0.002511
376677,100,4.0188,215.000,0.8640,0.8600,0.629467,0.000000,0.629467,0.002535,0.000000,0.002535
376777,100,4.0188,215.000,0.8640,0.8700,0.635439,0.000000,0.635439,0.002559,0.000000,0.002559
376877,100,4.0188,213.750,0.8590,0.8600,0.641377,0.000000,0.641377,0.002583,0.000000,0.002583
376977,100,4.0188,215.000,0.8640,0.8600,0.647349,0.000000,0.647349,0.002607,0.000000,0.002607
377077,100,4.0188,215.000,0.8640,0.8600,0.653321,0.000000,0.653321,0.002631,0.000000,0.002631
377177,100,4.0188,215.000,0.8640,0.8600,0.659293,0.000000,0.659293,0.002655,0.000000,0.002655
377292,100,4.0188,213.750,0.8590,0.8600,0.666122,0.000000,0.666122,0.002682,0.000000,0.002682
377392,100,4.0188,215.000,0.8640,0.8600,0.672094,0.000000,0.672094,0.002706,0.000000,0.002706
377492,100,4.0200,213.750,0.8593,0.8600,0.678031,0.000000,0.678031,0.002730,0.000000,0.002730
377592,100,4.0188,215.000,0.8640,0.8600,0.684003,0.000000,0.684003,0.002754,0.000000,0.002754
377692,100,4.0188,215.000,0.8640,0.8600,0.689976,0.000000,0.689976,0.002778,0.000000,0.002778
377792,100,4.0188,213.750,0.8590,0.8600,0.695913,0.000000,0.695913,0.002802,0.000000,0.002802
377892,100,4.0188,213.750,0.8590,0.8600,0.701851,0.000000,0.701851,0.002826,0.000000,0.002826
377992,100,4.0188,215.000,0.8640,0.8600,0.707823,0.000000,0.707823,0.002850,0.000000,0.002850
378092,100,4.0188,213.750,0.8590,0.8700,0.713760,0.000000,0.713760,0.002874,0.000000,0.002874
378192,100,4.0188,215.000,0.8640,0.8600,0.719733,0.000000,0.719733,0.002898,0.000000,0.002898
378292,100,4.0188,215.000,0.8640,0.8600,0.725705,0.000000,0.725705,0.002922,0.000000,0.002922
378392,100,4.0188,215.000,0.8640,0.8600,0.731677,0.000000,0.731677,0.002946,0.000000,0.002946
378492,100,4.0188,215.000,0.8640,0.8700,0.737649,0.000000,0.737649,0.002970,0.000000,0.002970
#MARK,378589,100,"seg_002_p01_b127_end",0.737649,0.000000,0.737649,0.002970,0.000000,0.002970
378593,100,4.0188,215.000,0.8640,0.8600,0.743681,0.000000,0.743681,0.002994,0.000000,0.002994
378726,100,4.0075,248.750,0.9969,1.0000,0.752871,0.000000,0.752871,0.003031,0.000000,0.003031
378826,100,4.0075,248.750,0.9969,1.0000,0.759781,0.000000,0.759781,0.003058,0.000000,0.003058
378926,100,4.0075,248.750,0.9969,1.0000,0.766691,0.000000,0.766691,0.003086,0.000000,0.003086
379026,100,4.0075,248.750,0.9969,1.0000,0.773600,0.000000,0.773600,0.003114,0.000000,0.003114
379126,100,4.0075,248.750,0.9969,1.0000,0.780510,0.000000,0.780510,0.003141,0.000000,0.003141
379226,100,4.0075,248.750,0.9969,1.0000,0.787420,0.000000,0.787420,0.003169,0.000000,0.003169
379326,100,4.0075,248.750,0.9969,1.0000,0.794330,0.000000,0.794330,0.003197,0.000000,0.003197
379426,100,4.0062,248.750,0.9966,0.9900,0.801239,0.000000,0.801239,0.003224,0.000000,0.003224
379526,100,4.0062,250.000,1.0016,1.0000,0.808184,0.000000,0.808184,0.003252,0.000000,0.003252
379626,100,4.0062,248.750,0.9966,1.0000,0.815093,0.000000,0.815093,0.003280,0.000000,0.003280
379726,100,4.0062,248.750,0.9966,1.0000,0.822003,0.000000,0.822003,0.003308,0.000000,0.003308
#MARK,379754,100,"seg_003_p01_b159_start",0.822003,0.000000,0.822003,0.003308,0.000000,0.003308
379826,100,4.0062,248.750,0.9966,0.9900,0.828913,0.000000,0.828913,0.003335,0.000000,0.003335
379955,100,4.0062,247.500,0.9915,0.9900,0.837782,0.000000,0.837782,0.003371,0.000000,0.003371
380055,100,4.0075,247.500,0.9919,1.0000,0.844657,0.000000,0.844657,0.003398,0.000000,0.003398
380155,100,4.0062,247.500,0.9915,0.9900,0.851532,0.000000,0.851532,0.003426,0.000000,0.003426
380255,100,4.0062,247.500,0.9915,1.0000,0.858407,0.000000,0.858407,0.003453,0.000000,0.003453
380355,100,4.0062,247.500,0.9915,1.0000,0.865282,0.000000,0.865282,0.003481,0.000000,0.003481
380455,100,4.0062,248.750,0.9966,1.0000,0.872191,0.000000,0.872191,0.003509,0.000000,0.003509
380555,100,4.0062,250.000,1.0016,1.0000,0.879136,0.000000,0.879136,0.003536,0.000000,0.003536
380655,100,4.0062,250.000,1.0016,1.0000,0.886080,0.000000,0.886080,0.003564,0.000000,0.003564
380755,100,4.0050,251.250,1.0063,1.0100,0.893059,0.000000,0.893059,0.003592,0.000000,0.003592
380855,100,4.0062,251.250,1.0066,1.0100,0.900039,0.000000,0.900039,0.003620,0.000000,0.003620
380955,100,4.0050,250.000,1.0013,1.0000,0.906983,0.000000,0.906983,0.003648,0.000000,0.003648
381055,100,4.0050,250.000,1.0013,1.0000,0.913927,0.000000,0.913927,0.003676,0.000000,0.003676
381155,100,4.0050,251.250,1.0063,1.0000,0.920907,0.000000,0.920907,0.003704,0.000000,0.003704
381255,100,4.0050,251.250,1.0063,1.0000,0.927886,0.000000,0.927886,0.003732,0.000000,0.003732
381355,100,4.0062,248.750,0.9966,1.0000,0.934795,0.000000,0.934795,0.003759,0.000000,0.003759
381455,100,4.0062,248.750,0.9966,1.0000,0.941705,0.000000,0.941705,0.003787,0.000000,0.003787
381555,100,4.0062,248.750,0.9966,1.0000,0.948615,0.000000,0.948615,0.003815,0.000000,0.003815
381655,100,4.0050,248.750,0.9962,1.0000,0.955525,0.000000,0.955525,0.003842,0.000000,0.003842
381755,100,4.0062,248.750,0.9966,1.0000,0.962434,0.000000,0.962434,0.003870,0.000000,0.003870
381855,100,4.0050,248.750,0.9962,1.0000,0.969344,0.000000,0.969344,0.003898,0.000000,0.003898
381955,100,4.0062,247.500,0.9915,1.0000,0.976219,0.000000,0.976219,0.003925,0.000000,0.003925
382055,100,4.0062,247.500,0.9915,0.9900,0.983094,0.000000,0.983094,0.003953,0.000000,0.003953
382155,100,4.0062,248.750,0.9966,1.0000,0.990004,0.000000,0.990004,0.003981,0.000000,0.003981
382255,100,4.0062,247.500,0.9915,0.9900,0.996879,0.000000,0.996879,0.004008,0.000000,0.004008
382355,100,4.0062,247.500,0.9915,1.0000,1.003754,0.000000,1.003754,0.004036,0.000000,0.004036
382455,100,4.0050,247.500,0.9912,0.9900,1.010629,0.000000,1.010629,0.004063,0.000000,0.004063
382555,100,4.0062,247.500,0.9915,0.9900,1.017504,0.000000,1.017504,0.004091,0.000000,0.004091
382655,100,4.0062,247.500,0.9915,0.9900,1.024379,0.000000,1.024379,0.004118,0.000000,0.004118
382755,100,4.0062,247.500,0.9915,0.9900,1.031254,0.000000,1.031254,0.004146,0.000000,0.004146
382855,100,4.0062,247.500,0.9915,1.0000,1.038129,0.000000,1.038129,0.004173,0.000000,0.004173
382955,100,4.0062,247.500,0.9915,0.9900,1.045004,0.000000,1.045004,0.004201,0.000000,0.004201
383055,100,4.0062,246.250,0.9865,0.9900,1.051844,0.000000,1.051844,0.004228,0.000000,0.004228
383155,100,4.0062,247.500,0.9915,0.9900,1.058719,0.000000,1.058719,0.004256,0.000000,0.004256
383255,100,4.0050,247.500,0.9912,1.0000,1.065594,0.000000,1.065594,0.004283,0.000000,0.004283
383355,100,4.0050,247.500,0.9912,0.9900,1.072469,0.000000,1.072469,0.004311,0.000000,0.004311
383455,100,4.0062,246.250,0.9865,0.9900,1.079309,0.000000,1.079309,0.004338,0.000000,0.004338
383555,100,4.0062,247.500,0.9915,0.9900,1.086184,0.000000,1.086184,0.004366,0.000000,0.004366
383655,100,4.0050,247.500,0.9912,0.9900,1.093059,0.000000,1.093059,0.004393,0.000000,0.004393
383755,100,4.0050,246.250,0.9862,0.9900,1.099900,0.000000,1.099900,0.004421,0.000000,0.004421
383855,100,4.0050,246.250,0.9862,0.9900,1.106740,0.000000,1.106740,0.004448,0.000000,0.004448
383955,100,4.0050,246.250,0.9862,0.9900,1.113580,0.000000,1.113580,0.004476,0.000000,0.004476
384055,100,4.0050,246.250,0.9862,0.9900,1.120420,0.000000,1.120420,0.004503,0.000000,0.004503
384155,100,4.0050,246.250,0.9862,0.9900,1.127261,0.000000,1.127261,0.004530,0.000000,0.004530
384255,100,4.0050,246.250,0.9862,0.9900,1.134101,0.000000,1.134101,0.004558,0.000000,0.004558
384355,100,4.0050,246.250,0.9862,0.9900,1.140941,0.000000,1.140941,0.004585,0.000000,0.004585
384455,100,4.0050,247.500,0.9912,1.0000,1.147816,0.000000,1.147816,0.004613,0.000000,0.004613
384555,100,4.0050,247.500,0.9912,0.9900,1.154691,0.000000,1.154691,0.004640,0.000000,0.004640
384655,100,4.0050,247.500,0.9912,0.9900,1.161566,0.000000,1.161566,0.004668,0.000000,0.004668
384755,100,4.0050,247.500,0.9912,0.9900,1.168441,0.000000,1.168441,0.004695,0.000000,0.004695
384855,100,4.0050,247.500,0.9912,0.9900,1.175316,0.000000,1.175316,0.004723,0.000000,0.004723
384955,100,4.0050,247.500,0.9912,0.9900,1.182191,0.000000,1.182191,0.004750,0.000000,0.004750
#MARK,384983,100,"seg_003_p01_b159_end",1.182191,0.000000,1.182191,0.004750,0.000000,0.004750
385055,100,3.9950,282.500,1.1286,1.1300,1.190039,0.000000,1.190039,0.004782,0.000000,0.004782
385251,100,3.9938,280.000,1.1183,1.1200,1.205283,0.000000,1.205283,0.004843,0.000000,0.004843
385351,100,3.9938,280.000,1.1183,1.1200,1.213061,0.000000,1.213061,0.004874,0.000000,0.004874
385451,100,3.9938,280.000,1.1183,1.1200,1.220839,0.000000,1.220839,0.004905,0.000000,0.004905
385551,100,3.9938,281.250,1.1232,1.1200,1.228651,0.000000,1.228651,0.004936,0.000000,0.004936
385651,100,3.9938,281.250,1.1232,1.1200,1.236464,0.000000,1.236464,0.004967,0.000000,0.004967
385760,100,3.9938,281.250,1.1232,1.1300,1.244979,0.000000,1.244979,0.005001,0.000000,0.005001
385860,100,3.9925,281.250,1.1229,1.1200,1.252792,0.000000,1.252792,0.005032,0.000000,0.005032
385960,100,3.9938,281.250,1.1232,1.1200,1.260604,0.000000,1.260604,0.005064,0.000000,0.005064
386060,100,3.9938,281.250,1.1232,1.1200,1.268417,0.000000,1.268417,0.005095,0.000000,0.005095
#MARK,386108,100,"seg_004_p01_b191_start",1.268417,0.000000,1.268417,0.005095,0.000000,0.005095
386160,100,3.9938,280.000,1.1183,1.1200,1.276194,0.000000,1.276194,0.005126,0.000000,0.005126
386273,100,3.9925,280.000,1.1179,1.1200,1.284983,0.000000,1.284983,0.005161,0.000000,0.005161
386373,100,3.9938,280.000,1.1183,1.1200,1.292761,0.000000,1.292761,0.005192,0.000000,0.005192
386473,100,3.9938,280.000,1.1183,1.1200,1.300539,0.000000,1.300539,0.005223,0.000000,0.005223
386573,100,3.9938,278.750,1.1133,1.1200,1.308282,0.000000,1.308282,0.005254,0.000000,0.005254
386673,100,3.9925,280.000,1.1179,1.1200,1.316060,0.000000,1.316060,0.005285,0.000000,0.005285
386773,100,3.9925,280.000,1.1179,1.1200,1.323838,0.000000,1.323838,0.005316,0.000000,0.005316
386873,100,3.9925,280.000,1.1179,1.1200,1.331615,0.000000,1.331615,0.005347,0.000000,0.005347
